sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
WSN_NP	WT	1068	-114.65	-255.00	-73.72	-32.47	0.0	-475.84	37.00	3871.00
WSN_NP	WT	1317	-138.54	-217.94	-118.10	0.0	0.0	-474.58	37.00	18804.00
WSN_NP	WT	736	-138.07	-231.00	-88.56	-16.74	0.0	-474.37	37.00	7061.00
WSN_NP	WT	164	-138.82	-218.58	-58.37	-32.54	0.0	-448.31	35.00	1927.00
WSN_NP	WT	609	-174.69	-164.87	-102.76	0.0	0.0	-442.32	35.00	968.00
WSN_NP	WT	1242	-91.64	-217.44	-59.59	-16.43	0.0	-385.10	30.00	1013.00
WSN_NP	WT	1391	-117.31	-230.60	-29.06	0.0	0.0	-376.97	30.00	1155.00
WSN_NP	WT	1353	-80.36	-139.05	-105.24	0.0	0.0	-324.65	25.00	6556.00
WSN_NP	WT	1535	-115.36	-164.98	-29.58	0.0	0.0	-309.92	25.00	0.00
WSN_NP	WT	902	-69.00	-106.16	-71.68	-17.14	0.0	-263.98	20.00	3039.00
WSN_NP	WT	44	-68.97	-140.95	-44.83	0.0	0.0	-254.75	20.00	3003.00
WSN_NP	WT	1201	-22.11	-220.86	0.0	0.0	0.0	-242.97	19.00	346.00
WSN_NP	WT	821	-56.23	-113.97	-45.61	-16.91	0.0	-232.72	18.00	3233.00
WSN_NP	WT	200	-80.90	-78.54	-58.70	0.0	0.0	-218.14	17.00	4477.00
WSN_NP	WT	406	-80.80	-52.30	-46.19	0.0	0.0	-179.29	14.00	3677.00
WSN_NP	WT	848	-59.02	-37.33	-44.34	0.0	0.0	-140.69	11.00	2789.00
WSN_NP	WT	947	0.0	-93.49	-15.08	0.0	0.0	-108.57	8.00	2283.00
WSN_NP	WT	950	0.0	-79.64	-15.08	0.0	0.0	-94.72	7.00	2283.00
WSN_NP	WT	67	-10.91	-51.78	-28.80	0.0	0.0	-91.49	7.00	3162.00
WSN_NP	WT	1559	-11.59	-27.07	-45.13	0.0	0.0	-83.79	6.00	0.00
WSN_NP	WT	958	-11.76	-40.59	-15.08	0.0	0.0	-67.43	5.00	2727.00
WSN_NP	WT	1419	0.0	0.0	-14.81	0.0	0.0	-14.81	1.00	213.00
WSN_NP	WT	14	0.0	-12.05	0.0	0.0	0.0	-12.05	1.00	0.00
WSN_NP	WT	0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NA	WT	942	-552.25	-945.85	-535.42	-166.45	-37.10	-2237.07	169.00	7628.00
WSN_NA	WT	53	-230.68	-1009.54	-379.52	-185.18	-19.55	-1824.47	136.00	4396.00
WSN_NA	WT	459	-533.32	-741.20	-284.69	-117.86	0.0	-1677.07	130.00	249.00
WSN_NA	WT	431	-171.54	-853.67	-387.47	-199.53	-61.19	-1673.40	123.00	7523.00
WSN_NA	WT	1158	-318.45	-711.38	-219.91	-32.67	0.0	-1282.41	100.00	4131.00
WSN_NA	WT	697	-206.94	-563.85	-343.89	-84.03	-37.23	-1235.94	91.00	2149.00
WSN_NA	WT	530	-252.14	-576.48	-182.59	-33.45	0.0	-1044.66	81.00	1714.00
WSN_NA	WT	591	-184.87	-486.81	-116.05	-16.68	0.0	-804.41	63.00	2300.00
WSN_NA	WT	975	-125.32	-372.72	-194.88	-50.15	0.0	-743.07	56.00	3863.00
WSN_NA	WT	204	-207.01	-395.40	-133.63	0.0	0.0	-736.04	58.00	2594.00
WSN_NA	WT	180	-90.85	-346.62	-224.90	-16.64	0.0	-679.01	51.00	3473.00
WSN_NA	WT	1028	-240.09	-350.22	-42.80	-16.45	0.0	-649.56	52.00	595.00
WSN_NA	WT	1205	-139.00	-310.53	-103.89	-50.41	-18.44	-622.27	47.00	8376.00
WSN_NA	WT	1237	-185.70	-307.18	-90.34	-16.60	-18.72	-618.54	48.00	6857.00
WSN_NA	WT	1052	-197.05	-273.35	-106.20	-17.87	0.0	-594.47	46.00	5267.00
WSN_NA	WT	142	-103.32	-270.02	-118.45	-33.59	-38.88	-564.26	42.00	2540.00
WSN_NA	WT	898	-102.44	-272.90	-74.24	-33.55	-19.07	-502.20	38.00	6004.00
WSN_NA	WT	836	-91.01	-229.81	-87.62	-17.90	-18.53	-444.87	34.00	1332.00
WSN_NA	WT	871	-104.15	-216.00	-87.17	0.0	-18.79	-426.11	33.00	6315.00
WSN_NA	WT	618	-206.75	-153.55	-44.94	0.0	0.0	-405.24	33.00	1048.00
WSN_NA	WT	237	-137.73	-140.44	-117.87	0.0	0.0	-396.04	31.00	1706.00
WSN_NA	WT	337	-81.33	-176.36	-28.59	0.0	0.0	-286.28	23.00	853.00
WSN_NA	WT	297	-67.95	-101.93	-59.30	0.0	0.0	-229.18	18.00	4246.00
WSN_NA	WT	1273	-22.87	-101.95	-72.53	0.0	-18.57	-215.92	16.00	10401.00
WSN_NA	WT	1260	-56.67	-89.03	-29.42	-32.73	0.0	-207.85	16.00	10401.00
WSN_NA	WT	1107	-90.94	-116.56	0.0	0.0	0.0	-207.50	17.00	400.00
WSN_NA	WT	1264	-34.59	-76.13	-43.52	-32.73	0.0	-186.97	14.00	10401.00
WSN_NA	WT	358	-58.15	-100.90	0.0	0.0	0.0	-159.05	13.00	924.00
WSN_NA	WT	1354	-11.48	-126.85	0.0	0.0	0.0	-138.33	11.00	0.00
WSN_NA	WT	1082	-80.68	-39.91	-14.39	0.0	0.0	-134.98	11.00	3517.00
WSN_NA	WT	1402	0.0	-12.09	-44.19	-49.90	0.0	-106.18	7.00	0.00
WSN_NA	WT	744	-11.55	-78.25	-14.38	0.0	0.0	-104.18	8.00	1821.00
WSN_NA	WT	1378	-22.51	-63.71	-15.31	0.0	0.0	-101.53	8.00	0.00
WSN_NA	WT	662	-23.03	-62.16	-14.85	0.0	0.0	-100.04	8.00	2283.00
WSN_NA	WT	807	-79.85	-13.21	0.0	0.0	0.0	-93.06	8.00	0.00
WSN_NA	WT	272	-45.93	-25.48	-14.54	0.0	0.0	-85.95	7.00	2896.00
WSN_NA	WT	759	-34.64	-50.55	0.0	0.0	0.0	-85.19	7.00	1821.00
WSN_NA	WT	15	0.0	-51.13	-14.28	0.0	-18.08	-83.49	6.00	1963.00
WSN_NA	WT	89	-22.53	-25.27	-28.95	0.0	0.0	-76.75	6.00	8579.00
WSN_NA	WT	6	0.0	-39.70	-14.28	0.0	-18.08	-72.06	5.00	409.00
WSN_NA	WT	268	-23.47	-12.64	-28.84	0.0	0.0	-64.95	5.00	3047.00
WSN_NA	WT	1327	-11.48	-25.61	-14.47	0.0	0.0	-51.56	4.00	0.00
WSN_NA	WT	779	-11.44	-38.60	0.0	0.0	0.0	-50.04	4.00	657.00
WSN_NA	WT	784	-22.78	-26.01	0.0	0.0	0.0	-48.79	4.00	657.00
WSN_M	WT	948	-518.78	-1697.61	-1116.28	-501.48	-175.06	-4009.21	290.00	17704.00
WSN_M	WT	530	-368.78	-1056.00	-445.74	-235.78	-18.27	-2124.57	159.00	19872.00
WSN_M	WT	797	-394.14	-999.94	-461.87	-184.36	-36.55	-2076.86	156.00	2754.00
WSN_M	WT	331	-448.88	-824.18	-386.86	-135.41	-19.43	-1814.76	138.00	15509.00
WSN_M	WT	847	-367.32	-746.72	-280.09	-120.87	0.0	-1515.00	116.00	14398.00
WSN_M	WT	376	-320.89	-454.62	-116.86	-67.87	0.0	-960.24	75.00	7647.00
WSN_M	WT	453	-194.22	-473.11	-190.54	-51.10	0.0	-908.97	70.00	3765.00
WSN_M	WT	496	-219.76	-473.95	-117.27	-17.46	0.0	-828.44	65.00	8047.00
WSN_M	WT	584	-159.40	-403.17	-148.28	-100.58	0.0	-811.43	61.00	44057.00
WSN_M	WT	403	-68.17	-459.09	-240.24	-16.19	-25.03	-808.72	59.00	29027.00
WSN_M	WT	568	-195.41	-387.53	-102.65	-66.58	0.0	-752.17	58.00	9807.00
WSN_M	WT	633	-193.64	-357.80	-188.84	0.0	0.0	-740.28	58.00	11992.00
WSN_M	WT	113	-207.16	-280.46	-160.23	-16.83	-20.17	-684.85	53.00	18084.00
WSN_M	WT	237	-230.18	-284.29	-103.35	-17.25	-18.95	-654.02	51.00	27323.00
WSN_M	WT	669	-139.70	-308.68	-102.50	-16.08	0.0	-566.96	44.00	2806.00
WSN_M	WT	283	-127.41	-231.10	-73.24	0.0	0.0	-431.75	34.00	2300.00
WSN_M	WT	897	-137.89	-142.77	-131.46	0.0	0.0	-412.12	32.00	3598.00
WSN_M	WT	269	-68.87	-216.78	-71.95	0.0	0.0	-357.60	28.00	1430.00
WSN_M	WT	605	-57.17	-105.26	-117.66	-67.30	0.0	-347.39	25.00	43675.00
WSN_M	WT	71	-80.71	-191.98	-58.52	0.0	0.0	-331.21	26.00	1377.00
WSN_M	WT	742	-35.33	-168.88	-59.80	0.0	-18.52	-282.53	21.00	4574.00
WSN_M	WT	987	-116.93	-102.52	-29.23	0.0	0.0	-248.68	20.00	3144.00
WSN_M	WT	982	-93.25	-90.38	-14.63	0.0	0.0	-198.26	16.00	7763.00
WSN_M	WT	719	-22.89	-78.07	-30.22	0.0	-18.52	-149.70	11.00	3650.00
WSN_M	WT	45	-45.95	-50.25	-15.31	0.0	0.0	-111.51	9.00	471.00
WSN_M	WT	16	-23.08	-51.38	-15.58	0.0	0.0	-90.04	7.00	249.00
WSN_M	WT	1021	0.0	-39.56	-14.05	-17.90	0.0	-71.51	5.00	2593.00
WSN_M	WT	207	-23.70	-25.63	-14.95	0.0	0.0	-64.28	5.00	27198.00
WSN_M	WT	192	-22.67	-12.60	0.0	0.0	0.0	-35.27	3.00	1856.00
WSN_M	WT	0	-11.43	0.0	-15.58	0.0	0.0	-27.01	2.00	0.00
WSN_M	WT	196	-11.78	-12.60	0.0	0.0	0.0	-24.38	2.00	27579.00
WSN_M	WT	151	-23.35	0.0	0.0	0.0	0.0	-23.35	2.00	1411.00
WSN_M	WT	166	-10.71	-12.16	0.0	0.0	0.0	-22.87	2.00	568.00
WSN_M	WT	158	0.0	-12.16	0.0	0.0	0.0	-12.16	1.00	1411.00
WSN_M	WT	163	0.0	-12.16	0.0	0.0	0.0	-12.16	1.00	568.00
WSN_NS	WT	373	-391.62	-1265.52	-680.18	-198.15	-37.70	-2573.17	192.00	6456.00
WSN_NS	WT	225	-442.73	-1106.90	-492.45	-183.00	-73.27	-2298.35	172.00	9991.00
WSN_NS	WT	692	-392.46	-893.78	-610.50	-115.94	-59.14	-2071.82	155.00	7026.00
WSN_NS	WT	615	-251.71	-906.81	-473.69	-204.80	-65.93	-1902.94	139.00	29312.00
WSN_NS	WT	770	-329.83	-896.32	-294.24	-99.74	-19.43	-1639.56	125.00	7709.00
WSN_NS	WT	544	-355.62	-721.64	-344.71	-17.22	0.0	-1439.19	111.00	6680.00
WSN_NS	WT	530	-392.22	-620.65	-328.49	-67.91	-18.14	-1427.41	109.00	10089.00
WSN_NS	WT	716	-290.40	-660.36	-367.30	-65.74	-38.24	-1422.04	107.00	7612.00
WSN_NS	WT	323	-194.65	-343.47	-178.67	-33.92	0.0	-750.71	58.00	1829.00
WSN_NS	WT	413	-183.17	-300.89	-149.43	-68.05	0.0	-701.54	54.00	4761.00
WSN_NS	WT	503	-171.56	-376.58	-88.67	0.0	0.0	-636.81	50.00	1997.00
WSN_NS	WT	442	-196.28	-283.87	-103.55	0.0	-18.12	-601.82	47.00	8796.00
WSN_NS	WT	810	-81.26	-215.62	-102.18	-51.04	0.0	-450.10	34.00	9494.00
WSN_NS	WT	852	-93.35	-167.31	-44.35	-33.09	0.0	-338.10	26.00	4601.00
WSN_NS	WT	879	-11.58	-92.31	-191.97	-17.38	-18.01	-331.25	23.00	0.00
WSN_NS	WT	660	-57.23	-102.60	-72.83	0.0	-21.37	-254.03	19.00	6120.00
WSN_NS	WT	137	-69.75	-153.98	0.0	-16.30	0.0	-240.03	19.00	1795.00
WSN_NS	WT	253	-68.24	-104.65	-14.92	-48.85	0.0	-236.66	18.00	6573.00
WSN_NS	WT	84	-58.34	-90.59	-28.90	-17.97	0.0	-195.80	15.00	7460.00
WSN_NS	WT	470	-45.47	-102.53	0.0	0.0	0.0	-148.00	12.00	426.00
WSN_NS	WT	280	-58.38	-38.05	-44.28	0.0	0.0	-140.71	11.00	178.00
WSN_NS	WT	272	-68.47	-25.59	-44.38	0.0	0.0	-138.44	11.00	551.00
WSN_NS	WT	191	-33.88	-64.40	0.0	0.0	-19.92	-118.20	9.00	4041.00
WSN_NS	WT	197	-45.07	-51.85	0.0	0.0	-19.92	-116.84	9.00	4041.00
WSN_NS	WT	9	0.0	-27.07	-58.34	-17.16	0.0	-102.57	7.00	0.00
WSN_NS	WT	189	0.0	-64.40	-14.27	0.0	-19.92	-98.59	7.00	4041.00
WSN_NS	WT	345	-22.79	-49.96	0.0	0.0	0.0	-72.75	6.00	3064.00
WSN_NS	WT	40	0.0	-64.64	0.0	0.0	0.0	-64.64	5.00	2140.00
