sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
WSN_NP	WT	863	0.0	0.0	0.0	0.0	0.0	0.00	0.00	8886.00
WSN_NP	WT	934	-11.15	-40.45	0.0	0.0	0.0	-51.60	4.00	14810.00
WSN_NP	WT	949	0.0	-93.49	-15.08	0.0	0.0	-108.57	8.00	11848.00
WSN_NP	WT	957	-11.76	-53.96	-15.08	0.0	0.0	-80.80	6.00	10367.00
WSN_NP	WT	959	-11.76	-53.35	-29.63	0.0	0.0	-94.74	7.00	11848.00
WSN_NP	WT	1023	-242.29	-455.17	-145.61	-118.79	-37.08	-998.94	76.00	11848.00
WSN_NP	WT	1056	-80.76	-129.20	-44.13	-66.87	0.0	-320.96	24.00	4443.00
WSN_NP	WT	1086	-34.66	-102.79	-88.61	-16.67	0.0	-242.73	18.00	7405.00
WSN_NP	WT	1116	-92.38	-269.24	-87.72	-16.26	-20.17	-485.77	37.00	19253.00
WSN_NP	WT	1143	-56.84	-91.21	-14.16	0.0	-36.84	-199.05	15.00	4443.00
WSN_NP	WT	1179	-23.10	-13.44	-15.46	0.0	0.0	-52.00	4.00	0.00
WSN_NP	WT	1220	-34.48	-25.14	0.0	-16.43	0.0	-76.05	6.00	2962.00
WSN_NP	WT	1253	-34.03	-155.08	-31.18	0.0	0.0	-220.29	17.00	1481.00
WSN_NP	WT	1288	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NP	WT	1336	0.0	-64.51	-14.47	-16.17	0.0	-95.15	7.00	8886.00
WSN_NP	WT	1373	-11.86	-63.46	0.0	0.0	0.0	-75.32	6.00	2962.00
WSN_NP	WT	1415	0.0	0.0	-14.81	0.0	0.0	-14.81	1.00	1481.00
WSN_NP	WT	1420	0.0	0.0	-14.81	0.0	0.0	-14.81	1.00	4443.00
WSN_NP	WT	1489	-35.35	-91.46	-14.20	0.0	-18.83	-159.84	12.00	5924.00
WSN_NP	WT	1529	-79.67	-189.78	-44.33	0.0	0.0	-313.78	25.00	13329.00
WSN_NP	WT	1555	-23.22	-65.80	-45.13	0.0	0.0	-134.15	10.00	2962.00
WSN_NP	WT	1564	0.0	-27.07	-30.60	0.0	0.0	-57.67	4.00	0.00
WSN_NA	WT	0	0.0	-26.99	0.0	0.0	0.0	-26.99	2.00	0.00
WSN_NA	WT	9	0.0	-65.03	-14.28	0.0	-18.08	-97.39	7.00	0.00
WSN_NA	WT	29	0.0	-25.56	0.0	-16.86	0.0	-42.42	3.00	4443.00
WSN_NA	WT	87	-22.53	-25.27	-28.95	0.0	0.0	-76.75	6.00	11848.00
WSN_NA	WT	104	0.0	0.0	0.0	0.0	0.0	0.00	0.00	31101.00
WSN_NA	WT	163	-11.64	-61.14	-44.07	0.0	0.0	-116.85	9.00	23696.00
WSN_NA	WT	191	-58.22	-218.61	-134.78	-16.64	0.0	-428.25	32.00	19253.00
WSN_NA	WT	222	-11.71	-52.07	-29.09	0.0	0.0	-92.87	7.00	29620.00
WSN_NA	WT	267	-23.47	-12.64	-28.84	0.0	0.0	-64.95	5.00	10367.00
WSN_NA	WT	271	-45.93	-25.48	-14.54	0.0	0.0	-85.95	7.00	10367.00
WSN_NA	WT	281	-22.84	-12.84	0.0	0.0	0.0	-35.68	3.00	10367.00
WSN_NA	WT	321	-23.40	-26.78	-30.60	0.0	0.0	-80.78	6.00	2962.00
WSN_NA	WT	353	-34.62	-88.65	0.0	0.0	0.0	-123.27	10.00	4443.00
WSN_NA	WT	385	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_NA	WT	446	-137.26	-409.23	-165.14	-166.49	0.0	-878.12	65.00	11848.00
WSN_NA	WT	501	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NA	WT	570	-22.70	-63.77	-14.61	0.0	0.0	-101.08	8.00	14810.00
WSN_NA	WT	608	-113.90	-169.34	-30.05	0.0	0.0	-313.29	25.00	16291.00
WSN_NA	WT	640	0.0	0.0	0.0	0.0	0.0	0.00	0.00	5924.00
WSN_NA	WT	672	-11.50	-26.33	-29.62	0.0	0.0	-67.45	5.00	5924.00
WSN_NA	WT	726	0.0	-24.98	0.0	0.0	0.0	-24.98	2.00	2962.00
WSN_NA	WT	758	-23.44	-50.55	0.0	0.0	0.0	-73.99	6.00	1481.00
WSN_NA	WT	773	0.0	-38.60	0.0	0.0	0.0	-38.60	3.00	2962.00
WSN_NA	WT	781	-22.78	-38.60	0.0	0.0	0.0	-61.38	5.00	1481.00
WSN_NA	WT	795	-22.88	-13.21	0.0	0.0	0.0	-36.09	3.00	1481.00
WSN_NA	WT	817	-21.97	0.0	0.0	0.0	0.0	-21.97	2.00	2962.00
WSN_NA	WT	857	-46.13	-65.97	-58.77	0.0	0.0	-170.87	13.00	23696.00
WSN_NA	WT	883	-46.31	-103.45	-89.18	0.0	-18.79	-257.73	19.00	26658.00
WSN_NA	WT	920	-11.78	-38.55	0.0	-33.24	0.0	-83.57	6.00	22215.00
WSN_NA	WT	969	-138.57	-488.74	-283.98	-82.84	0.0	-994.13	74.00	5924.00
WSN_NA	WT	1011	-34.35	-103.94	-31.69	0.0	-22.03	-192.01	14.00	11848.00
WSN_NA	WT	1041	-35.12	-103.60	-42.48	0.0	0.0	-181.20	14.00	17772.00
WSN_NA	WT	1073	0.0	0.0	-28.54	0.0	0.0	-28.54	2.00	11848.00
WSN_NA	WT	1094	-23.50	-13.76	0.0	0.0	0.0	-37.26	3.00	10367.00
WSN_NA	WT	1118	-11.65	-77.82	0.0	0.0	0.0	-89.47	7.00	5924.00
WSN_NA	WT	1188	-11.41	-63.42	-45.21	-16.91	0.0	-136.95	10.00	22215.00
WSN_NA	WT	1221	-22.48	-50.74	-47.22	0.0	0.0	-120.44	9.00	2962.00
WSN_NA	WT	1259	-56.67	-116.76	-29.42	-32.73	0.0	-235.58	18.00	5924.00
WSN_NA	WT	1263	-34.59	-63.20	-29.42	-32.73	0.0	-159.94	12.00	5924.00
WSN_NA	WT	1271	-34.09	-101.95	-72.53	0.0	-18.57	-227.14	17.00	5924.00
WSN_NA	WT	1309	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_NA	WT	1336	0.0	-26.11	-14.47	0.0	0.0	-40.58	3.00	1481.00
WSN_NA	WT	1368	0.0	-62.65	0.0	0.0	0.0	-62.65	5.00	1481.00
WSN_NA	WT	1388	-11.43	-25.83	-29.60	0.0	0.0	-66.86	5.00	1481.00
WSN_NA	WT	1408	0.0	0.0	-29.90	-49.90	0.0	-79.80	5.00	0.00
WSN_M	WT	0	-11.43	0.0	-15.58	0.0	0.0	-27.01	2.00	0.00
WSN_M	WT	1	-11.43	0.0	-15.58	0.0	0.0	-27.01	2.00	0.00
WSN_M	WT	28	-45.72	-26.15	0.0	0.0	0.0	-71.87	6.00	2962.00
WSN_M	WT	53	-11.54	-64.23	-30.58	0.0	0.0	-106.35	8.00	5924.00
WSN_M	WT	89	-11.58	-53.19	-14.32	0.0	0.0	-79.09	6.00	2962.00
WSN_M	WT	145	-23.35	0.0	-14.45	0.0	0.0	-37.80	3.00	8886.00
WSN_M	WT	157	0.0	-12.16	0.0	0.0	0.0	-12.16	1.00	11848.00
WSN_M	WT	162	0.0	-12.16	0.0	0.0	0.0	-12.16	1.00	13329.00
WSN_M	WT	164	-10.71	-12.16	0.0	0.0	0.0	-22.87	2.00	11848.00
WSN_M	WT	178	0.0	0.0	0.0	0.0	0.0	0.00	0.00	14810.00
WSN_M	WT	195	-11.78	-12.60	0.0	0.0	0.0	-24.38	2.00	5924.00
WSN_M	WT	197	-11.78	-12.60	0.0	0.0	0.0	-24.38	2.00	5924.00
WSN_M	WT	213	-22.53	-25.58	-30.02	0.0	0.0	-78.13	6.00	5924.00
WSN_M	WT	253	-22.63	-126.90	-43.82	0.0	0.0	-193.35	15.00	4443.00
WSN_M	WT	270	-58.03	-178.13	-71.95	0.0	0.0	-308.11	24.00	1481.00
WSN_M	WT	303	-11.01	-36.88	0.0	0.0	0.0	-47.89	4.00	4443.00
WSN_M	WT	357	-126.35	-217.18	-132.45	-34.19	-19.43	-529.60	40.00	13329.00
WSN_M	WT	389	-104.47	-117.17	-89.72	-50.23	-25.03	-386.62	28.00	19253.00
WSN_M	WT	433	-58.28	-164.72	-120.56	-50.15	0.0	-393.71	29.00	0.00
WSN_M	WT	475	-56.95	-92.40	-58.28	-16.23	0.0	-223.86	17.00	0.00
WSN_M	WT	510	-79.70	-180.40	-118.99	-68.69	0.0	-447.78	33.00	2962.00
WSN_M	WT	550	-112.75	-232.32	-104.19	-82.49	0.0	-531.75	40.00	8886.00
WSN_M	WT	570	-183.22	-350.05	-102.65	-84.09	0.0	-720.01	55.00	7405.00
WSN_M	WT	604	-57.17	-91.55	-148.47	-67.30	0.0	-364.49	26.00	4443.00
WSN_M	WT	606	-34.79	-106.36	-117.19	-50.14	0.0	-308.48	22.00	5924.00
WSN_M	WT	653	-92.77	-179.49	-30.09	0.0	0.0	-302.35	24.00	2962.00
WSN_M	WT	702	-11.45	-49.21	-14.59	0.0	0.0	-75.25	6.00	0.00
WSN_M	WT	727	0.0	-65.03	-45.59	0.0	-18.52	-129.14	9.00	0.00
WSN_M	WT	757	-11.13	-103.07	-42.62	0.0	0.0	-156.82	12.00	0.00
WSN_M	WT	820	0.0	-13.54	-15.28	0.0	0.0	-28.82	2.00	1481.00
WSN_M	WT	879	-33.67	-103.44	-45.38	0.0	0.0	-182.49	14.00	2962.00
WSN_M	WT	911	-45.61	-65.28	-14.05	0.0	0.0	-124.94	10.00	2962.00
WSN_M	WT	974	-23.07	-78.17	-28.22	0.0	0.0	-129.46	10.00	2962.00
WSN_M	WT	983	-116.85	-103.22	-14.63	0.0	0.0	-234.70	19.00	1481.00
WSN_M	WT	1009	-11.56	-25.60	0.0	0.0	0.0	-37.16	3.00	1481.00
WSN_M	WT	1026	0.0	-13.90	-14.05	-17.90	0.0	-45.85	3.00	0.00
WSN_NS	WT	0	0.0	-13.15	-28.34	-17.16	0.0	-58.65	4.00	0.00
WSN_NS	WT	27	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NS	WT	48	0.0	-25.99	0.0	0.0	0.0	-25.99	2.00	1481.00
WSN_NS	WT	105	0.0	-13.80	0.0	0.0	0.0	-13.80	1.00	4443.00
WSN_NS	WT	161	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_NS	WT	190	-11.40	-64.40	0.0	0.0	-19.92	-95.72	7.00	1481.00
WSN_NS	WT	192	-33.88	-64.40	0.0	0.0	-19.92	-118.20	9.00	1481.00
WSN_NS	WT	204	-23.09	-75.66	0.0	0.0	-19.92	-118.67	9.00	0.00
WSN_NS	WT	245	-33.47	-77.73	-30.65	-48.85	-18.99	-209.69	15.00	4443.00
WSN_NS	WT	271	-68.47	-25.59	-44.38	0.0	0.0	-138.44	11.00	5924.00
WSN_NS	WT	273	-56.84	-25.59	-44.38	0.0	0.0	-126.81	10.00	5924.00
WSN_NS	WT	298	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_NS	WT	341	-11.87	-64.77	-44.31	-16.23	0.0	-137.18	10.00	1481.00
WSN_NS	WT	349	-57.64	-50.39	0.0	0.0	0.0	-108.03	9.00	1481.00
WSN_NS	WT	393	-11.87	-79.26	-14.15	0.0	0.0	-105.28	8.00	2962.00
WSN_NS	WT	429	0.0	-27.44	-45.21	-33.39	-18.12	-124.16	8.00	7405.00
WSN_NS	WT	460	-35.59	-63.56	-14.90	0.0	0.0	-114.05	9.00	2962.00
WSN_NS	WT	484	-11.49	-52.46	-14.52	0.0	0.0	-78.47	6.00	2962.00
WSN_NS	WT	512	-57.67	-274.85	-46.31	-17.44	0.0	-396.27	30.00	7405.00
WSN_NS	WT	536	-209.09	-610.72	-326.17	-67.91	-18.14	-1232.03	92.00	10367.00
WSN_NS	WT	577	-34.71	-152.99	0.0	-16.66	0.0	-204.36	16.00	5924.00
WSN_NS	WT	651	-69.16	-90.36	-57.97	0.0	-21.37	-238.86	18.00	5924.00
WSN_NS	WT	669	-22.29	-74.64	-73.71	-16.16	-21.37	-208.17	15.00	5924.00
WSN_NS	WT	707	-162.83	-482.90	-396.47	-84.08	-18.37	-1144.65	84.00	8886.00
WSN_NS	WT	736	-80.82	-334.04	-116.47	-66.56	-18.73	-616.62	46.00	10367.00
WSN_NS	WT	809	-102.98	-191.12	-102.18	-51.04	0.0	-447.32	34.00	1481.00
WSN_NS	WT	829	-11.84	-24.71	0.0	0.0	0.0	-36.55	3.00	11848.00
WSN_NS	WT	865	-46.00	-38.92	-43.93	-34.44	0.0	-163.29	12.00	2962.00
WSN_NS	WT	889	0.0	-53.40	-132.47	0.0	-18.01	-203.88	14.00	0.00
