sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
PR8_NP	WT	931	-47.00	-52.68	0.0	0.0	0.0	-99.68	8.00	6739.00
PR8_NP	WT	960	-23.44	-39.16	-14.51	0.0	0.0	-77.11	6.00	13345.00
PR8_NP	WT	1020	-149.37	-375.33	-105.50	-16.91	-37.12	-684.23	52.00	25886.00
PR8_NP	WT	1089	-34.39	-24.59	-14.03	0.0	0.0	-73.01	6.00	10748.00
PR8_NP	WT	1113	-80.77	-183.25	-58.04	0.0	0.0	-322.06	25.00	10835.00
PR8_NP	WT	1145	-69.96	-65.54	-28.45	-17.97	0.0	-181.92	14.00	3097.00
PR8_NP	WT	1181	-11.15	-38.40	0.0	-16.33	0.0	-65.88	5.00	121.00
PR8_NP	WT	1219	-11.55	-12.17	-28.10	0.0	0.0	-51.82	4.00	1454.00
PR8_NP	WT	1252	-33.95	-129.80	-15.76	0.0	0.0	-179.51	14.00	747.00
PR8_NP	WT	1293	-10.90	-26.29	0.0	0.0	0.0	-37.19	3.00	3461.00
PR8_NP	WT	1336	-22.70	-64.60	-14.55	0.0	0.0	-101.85	8.00	4620.00
PR8_NP	WT	1373	-23.27	-50.01	0.0	0.0	0.0	-73.28	6.00	5731.00
PR8_NP	WT	1416	-34.66	-13.44	0.0	0.0	0.0	-48.10	4.00	6754.00
PR8_NP	WT	1420	-34.66	-13.44	0.0	-16.33	0.0	-64.43	5.00	6458.00
PR8_NP	WT	1488	-22.33	-79.29	-58.17	0.0	0.0	-159.79	12.00	8686.00
PR8_NP	WT	1529	-69.05	-102.17	-71.47	0.0	-19.03	-261.72	20.00	647.00
PR8_NP	WT	1553	0.0	-76.67	-43.88	0.0	0.0	-120.55	9.00	0.00
PR8_NP	WT	1564	0.0	0.0	-29.80	0.0	0.0	-29.80	2.00	0.00
PR8_NA	WT	0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_NA	WT	15	-11.63	-13.11	0.0	0.0	0.0	-24.74	2.00	155.00
PR8_NA	WT	20	-11.63	-13.11	0.0	0.0	0.0	-24.74	2.00	647.00
PR8_NA	WT	85	-22.88	-26.26	0.0	0.0	0.0	-49.14	4.00	14376.00
PR8_NA	WT	100	-33.08	-25.61	0.0	0.0	0.0	-58.69	5.00	7366.00
PR8_NA	WT	138	-22.67	-38.39	-14.85	0.0	0.0	-75.91	6.00	1798.00
PR8_NA	WT	162	-23.19	-36.17	-29.75	0.0	0.0	-89.11	7.00	2115.00
PR8_NA	WT	192	-58.37	-259.14	-103.46	-16.77	0.0	-437.74	33.00	2929.00
PR8_NA	WT	223	-79.04	-75.18	-29.39	-17.11	0.0	-200.72	16.00	4498.00
PR8_NA	WT	235	-92.54	-74.65	-57.34	-17.11	0.0	-241.64	19.00	6006.00
PR8_NA	WT	241	-70.09	-87.40	-72.25	0.0	0.0	-229.74	18.00	10443.00
PR8_NA	WT	282	-11.54	-76.69	0.0	0.0	0.0	-88.23	7.00	13574.00
PR8_NA	WT	320	-11.22	-26.84	-15.76	-17.71	0.0	-71.53	5.00	12435.00
PR8_NA	WT	340	-79.75	-154.26	-57.34	-51.52	-18.20	-361.07	27.00	15358.00
PR8_NA	WT	373	-11.13	-13.81	0.0	0.0	0.0	-24.94	2.00	8768.00
PR8_NA	WT	387	0.0	0.0	0.0	0.0	0.0	0.00	0.00	6149.00
PR8_NA	WT	390	0.0	0.0	0.0	0.0	0.0	0.00	0.00	6647.00
PR8_NA	WT	415	-23.58	-102.73	-44.38	-16.97	0.0	-187.66	14.00	5751.00
PR8_NA	WT	443	-103.30	-370.88	-176.57	-33.23	-18.24	-702.22	53.00	2747.00
PR8_NA	WT	498	-11.28	0.0	0.0	0.0	0.0	-11.28	1.00	3347.00
PR8_NA	WT	568	-47.13	-75.21	0.0	0.0	0.0	-122.34	10.00	5608.00
PR8_NA	WT	609	-22.68	-128.80	-15.95	-17.33	0.0	-184.76	14.00	25540.00
PR8_NA	WT	642	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3953.00
PR8_NA	WT	672	-22.76	-26.13	0.0	0.0	0.0	-48.89	4.00	3535.00
PR8_NA	WT	721	0.0	0.0	0.0	0.0	0.0	0.00	0.00	5050.00
PR8_NA	WT	770	0.0	0.0	0.0	-17.45	0.0	-17.45	1.00	755.00
PR8_NA	WT	782	-22.61	-51.35	0.0	0.0	0.0	-73.96	6.00	755.00
PR8_NA	WT	795	0.0	-13.97	0.0	0.0	0.0	-13.97	1.00	593.00
PR8_NA	WT	816	-11.17	-24.70	0.0	0.0	0.0	-35.87	3.00	593.00
PR8_NA	WT	855	-23.38	-66.22	-74.90	0.0	0.0	-164.50	12.00	42578.00
PR8_NA	WT	885	-23.29	-100.15	-103.47	0.0	-18.78	-245.69	18.00	43351.00
PR8_NA	WT	920	0.0	-51.57	-15.97	0.0	0.0	-67.54	5.00	25272.00
PR8_NA	WT	999	-68.94	-77.96	-44.98	-16.50	0.0	-208.38	16.00	687.00
PR8_NA	WT	1043	-103.27	-273.54	-106.28	-34.11	0.0	-517.20	39.00	9663.00
PR8_NA	WT	1069	-58.07	-24.48	-29.76	-17.85	0.0	-130.16	10.00	8539.00
PR8_NA	WT	1094	0.0	-50.33	-14.89	0.0	0.0	-65.22	5.00	1785.00
PR8_NA	WT	1119	-23.48	0.0	-14.22	0.0	0.0	-37.70	3.00	593.00
PR8_NA	WT	1189	-46.15	-50.70	-29.72	0.0	0.0	-126.57	10.00	10667.00
PR8_NA	WT	1228	-11.41	-24.91	0.0	0.0	0.0	-36.32	3.00	2680.00
PR8_NA	WT	1260	-34.50	-89.13	-45.46	-32.76	0.0	-201.85	15.00	8450.00
PR8_NA	WT	1285	-35.10	-77.34	0.0	-17.81	0.0	-130.25	10.00	3144.00
PR8_NA	WT	1287	-35.10	-76.39	0.0	-17.81	0.0	-129.30	10.00	3144.00
PR8_NA	WT	1313	-23.16	0.0	0.0	0.0	0.0	-23.16	2.00	0.00
PR8_NA	WT	1317	-11.49	-12.96	0.0	0.0	0.0	-24.45	2.00	0.00
PR8_NA	WT	1373	-11.97	-12.45	0.0	0.0	0.0	-24.42	2.00	0.00
PR8_NA	WT	1387	-10.89	-12.53	0.0	0.0	0.0	-23.42	2.00	0.00
PR8_NA	WT	1412	0.0	-12.33	-28.80	0.0	-19.50	-60.63	4.00	0.00
PR8_M	WT	0	0.0	0.0	-14.90	0.0	0.0	-14.90	1.00	0.00
PR8_M	WT	13	0.0	-52.43	-44.58	0.0	0.0	-97.01	7.00	0.00
PR8_M	WT	43	-35.17	-78.47	-28.75	0.0	0.0	-142.39	11.00	0.00
PR8_M	WT	93	0.0	-64.99	0.0	0.0	0.0	-64.99	5.00	3097.00
PR8_M	WT	157	-11.87	-87.62	-14.37	0.0	0.0	-113.86	9.00	1178.00
PR8_M	WT	177	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1220.00
PR8_M	WT	197	0.0	-24.60	0.0	0.0	0.0	-24.60	2.00	1961.00
PR8_M	WT	255	-81.99	-195.28	-29.24	-32.51	0.0	-339.02	26.00	2558.00
PR8_M	WT	272	-11.98	-77.55	-71.97	0.0	0.0	-161.50	12.00	2295.00
PR8_M	WT	304	-23.78	0.0	0.0	0.0	0.0	-23.78	2.00	4734.00
PR8_M	WT	367	-35.04	-155.21	-60.43	-17.48	0.0	-268.16	20.00	8931.00
PR8_M	WT	434	-93.54	-232.19	-133.77	-33.44	0.0	-492.94	37.00	7170.00
PR8_M	WT	471	-35.31	-89.99	-59.92	0.0	-18.90	-204.12	15.00	18666.00
PR8_M	WT	510	-81.86	-127.53	-45.57	-66.83	-18.90	-340.69	25.00	32428.00
PR8_M	WT	552	-125.77	-166.94	-116.87	-16.15	0.0	-425.73	33.00	8322.00
PR8_M	WT	574	-114.81	-285.32	-89.66	-66.86	0.0	-556.65	42.00	12275.00
PR8_M	WT	603	-68.05	-126.82	-104.70	-16.13	0.0	-315.70	24.00	22374.00
PR8_M	WT	652	-68.34	-217.30	-60.50	0.0	0.0	-346.14	27.00	7441.00
PR8_M	WT	688	-161.08	-76.56	-28.94	-33.06	0.0	-299.64	24.00	1219.00
PR8_M	WT	708	-34.56	-25.59	-14.49	0.0	0.0	-74.64	6.00	391.00
PR8_M	WT	727	-23.60	-50.66	-29.35	0.0	0.0	-103.61	8.00	505.00
PR8_M	WT	767	-104.32	-192.76	-44.21	-16.30	0.0	-357.59	28.00	303.00
PR8_M	WT	821	0.0	0.0	-28.35	0.0	0.0	-28.35	2.00	6126.00
PR8_M	WT	879	-22.30	-90.96	-29.97	0.0	0.0	-143.23	11.00	5757.00
PR8_M	WT	911	-57.08	-49.98	0.0	0.0	0.0	-107.06	9.00	2686.00
PR8_M	WT	975	-23.30	-91.14	0.0	0.0	0.0	-114.44	9.00	4940.00
PR8_M	WT	983	-58.21	-89.61	0.0	0.0	0.0	-147.82	12.00	1938.00
PR8_M	WT	1007	-11.42	-13.10	-29.00	0.0	0.0	-53.52	4.00	343.00
PR8_M	WT	1026	0.0	-27.40	-73.13	-17.10	0.0	-117.63	8.00	0.00
PR8_NS	WT	0	0.0	-13.15	-43.10	0.0	0.0	-56.25	4.00	0.00
PR8_NS	WT	26	0.0	0.0	0.0	0.0	0.0	0.00	0.00	215.00
PR8_NS	WT	39	-22.97	0.0	0.0	0.0	0.0	-22.97	2.00	996.00
PR8_NS	WT	42	-22.97	0.0	0.0	0.0	0.0	-22.97	2.00	996.00
PR8_NS	WT	72	-11.87	-79.78	-28.84	-17.31	0.0	-137.80	10.00	10767.00
PR8_NS	WT	105	0.0	-13.74	0.0	0.0	0.0	-13.74	1.00	3959.00
PR8_NS	WT	159	0.0	0.0	0.0	0.0	0.0	0.00	0.00	5831.00
PR8_NS	WT	193	0.0	-88.57	-28.94	0.0	-19.88	-137.39	10.00	8948.00
PR8_NS	WT	204	0.0	-12.48	-28.89	0.0	-19.88	-61.25	4.00	8214.00
PR8_NS	WT	245	-22.24	-78.58	-14.31	-32.38	-18.88	-166.39	12.00	8792.00
PR8_NS	WT	268	-56.12	-66.57	0.0	-16.60	0.0	-139.29	11.00	2261.00
PR8_NS	WT	302	0.0	-13.10	-29.90	0.0	0.0	-43.00	3.00	754.00
PR8_NS	WT	342	-11.17	-78.73	-44.46	0.0	0.0	-134.36	10.00	8316.00
PR8_NS	WT	391	-34.59	-64.22	0.0	-16.08	0.0	-114.89	9.00	5131.00
PR8_NS	WT	427	-33.98	-50.76	-61.12	0.0	-19.65	-165.51	12.00	13242.00
PR8_NS	WT	459	-34.13	-38.38	-14.54	0.0	0.0	-87.05	7.00	8213.00
PR8_NS	WT	485	-11.49	-50.02	0.0	-16.34	0.0	-77.85	6.00	1233.00
PR8_NS	WT	512	-57.19	-260.10	-57.26	-17.39	0.0	-391.94	30.00	829.00
PR8_NS	WT	538	-172.01	-600.99	-158.84	-117.06	-36.66	-1085.56	81.00	10478.00
PR8_NS	WT	571	-22.51	-117.05	-14.37	0.0	0.0	-153.93	12.00	10387.00
PR8_NS	WT	639	-125.45	-138.37	-75.08	-17.51	0.0	-356.41	28.00	3629.00
PR8_NS	WT	654	-35.00	-113.54	-30.12	0.0	-20.19	-198.85	15.00	2047.00
PR8_NS	WT	665	-91.19	-87.30	-29.17	0.0	-20.19	-227.85	18.00	2047.00
PR8_NS	WT	668	-80.41	-49.93	-44.59	0.0	-20.19	-195.12	15.00	2047.00
PR8_NS	WT	708	-116.87	-434.77	-251.97	-85.02	-20.35	-908.98	67.00	11508.00
PR8_NS	WT	736	-81.14	-164.28	-116.00	-84.13	0.0	-445.55	33.00	7683.00
PR8_NS	WT	791	-116.36	-250.83	-232.51	-49.13	-56.70	-705.53	51.00	8761.00
PR8_NS	WT	803	-139.12	-328.27	-146.62	-50.00	-18.89	-682.90	51.00	7912.00
PR8_NS	WT	828	-11.85	-37.28	-30.00	0.0	0.0	-79.13	6.00	9259.00
PR8_NS	WT	865	-57.30	-38.99	-45.32	-17.38	0.0	-158.99	12.00	2323.00
PR8_NS	WT	889	0.0	-51.65	-90.78	0.0	-18.01	-160.44	11.00	0.00
