sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
PR8_NP	WT	1087	-22.79	-37.43	-14.03	0.0	0.0	-74.25	6.00	20218.00
PR8_NP	WT	1114	-103.33	-182.05	-14.92	0.0	0.0	-300.30	24.00	13395.00
PR8_NP	WT	1145	-46.88	-78.13	-14.33	-17.97	0.0	-157.31	12.00	1414.00
PR8_NP	WT	1180	0.0	-39.18	0.0	-16.33	0.0	-55.51	4.00	0.00
PR8_NP	WT	1216	-57.90	-38.91	-14.07	0.0	0.0	-110.88	9.00	1387.00
PR8_NP	WT	1252	-22.65	-129.86	-15.26	0.0	0.0	-167.77	13.00	1720.00
PR8_NP	WT	1288	-11.00	0.0	0.0	0.0	0.0	-11.00	1.00	5685.00
PR8_NP	WT	1334	-10.72	-63.07	0.0	0.0	0.0	-73.79	6.00	7738.00
PR8_NP	WT	1368	-46.07	-39.79	-15.31	0.0	0.0	-101.17	8.00	8570.00
PR8_NP	WT	1413	-34.87	-25.50	0.0	0.0	0.0	-60.37	5.00	14282.00
PR8_NP	WT	1421	-23.36	-25.50	0.0	-16.33	0.0	-65.19	5.00	14282.00
PR8_NP	WT	1489	-35.39	-79.35	-14.97	0.0	0.0	-129.71	10.00	21715.00
PR8_NP	WT	1529	-46.27	-114.35	-28.31	-16.60	0.0	-205.53	16.00	499.00
PR8_NP	WT	1564	0.0	0.0	-29.47	0.0	0.0	-29.47	2.00	0.00
PR8_NA	WT	0	0.0	-27.71	0.0	0.0	0.0	-27.71	2.00	0.00
PR8_NA	WT	1	0.0	-27.71	0.0	0.0	0.0	-27.71	2.00	0.00
PR8_NA	WT	22	0.0	-39.33	0.0	-17.84	0.0	-57.17	4.00	0.00
PR8_NA	WT	85	-22.91	0.0	0.0	0.0	0.0	-22.91	2.00	5602.00
PR8_NA	WT	102	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3632.00
PR8_NA	WT	138	-22.67	-38.39	0.0	0.0	0.0	-61.06	5.00	693.00
PR8_NA	WT	162	-23.00	-48.27	-29.49	0.0	0.0	-100.76	8.00	1664.00
PR8_NA	WT	191	-46.37	-233.51	-179.61	-68.61	0.0	-528.10	38.00	6490.00
PR8_NA	WT	224	-11.34	-12.47	-28.97	0.0	0.0	-52.78	4.00	2884.00
PR8_NA	WT	240	-68.27	-87.65	-43.86	0.0	0.0	-199.78	16.00	11426.00
PR8_NA	WT	266	-45.75	-112.57	-29.94	0.0	0.0	-188.26	15.00	9623.00
PR8_NA	WT	282	-11.54	-63.67	0.0	0.0	0.0	-75.21	6.00	12285.00
PR8_NA	WT	320	-11.22	-26.84	-15.76	-17.93	0.0	-71.75	5.00	7792.00
PR8_NA	WT	371	-11.13	-13.81	0.0	0.0	0.0	-24.94	2.00	7072.00
PR8_NA	WT	388	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3660.00
PR8_NA	WT	443	-103.15	-305.17	-176.69	-34.83	0.0	-619.84	47.00	416.00
PR8_NA	WT	498	-22.01	0.0	0.0	0.0	0.0	-22.01	2.00	749.00
PR8_NA	WT	568	-35.26	-75.21	0.0	0.0	0.0	-110.47	9.00	1691.00
PR8_NA	WT	608	-22.68	-166.63	-15.95	-17.33	0.0	-222.59	17.00	13645.00
PR8_NA	WT	642	0.0	0.0	0.0	0.0	0.0	0.00	0.00	444.00
PR8_NA	WT	672	-22.76	-26.13	0.0	0.0	0.0	-48.89	4.00	1775.00
PR8_NA	WT	721	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3217.00
PR8_NA	WT	769	0.0	0.0	0.0	-17.45	0.0	-17.45	1.00	0.00
PR8_NA	WT	794	0.0	-13.97	0.0	0.0	0.0	-13.97	1.00	0.00
PR8_NA	WT	817	-11.17	-24.70	0.0	0.0	0.0	-35.87	3.00	0.00
PR8_NA	WT	856	-35.29	-65.57	-74.90	0.0	0.0	-175.76	13.00	19026.00
PR8_NA	WT	884	-11.05	-140.40	-75.21	0.0	0.0	-226.66	17.00	27761.00
PR8_NA	WT	920	0.0	-25.02	-31.28	0.0	0.0	-56.30	4.00	12949.00
PR8_NA	WT	1010	-23.18	-50.11	-103.78	0.0	0.0	-177.07	13.00	804.00
PR8_NA	WT	1044	-91.67	-287.70	-106.46	-34.19	0.0	-520.02	39.00	2717.00
PR8_NA	WT	1069	-69.47	-24.33	-29.76	-17.85	0.0	-141.41	11.00	3299.00
PR8_NA	WT	1094	-11.52	-62.75	-14.89	0.0	0.0	-89.16	7.00	582.00
PR8_NA	WT	1119	-22.90	-12.26	0.0	0.0	0.0	-35.16	3.00	0.00
PR8_NA	WT	1189	-46.15	-50.70	-29.72	0.0	0.0	-126.57	10.00	3661.00
PR8_NA	WT	1228	0.0	-24.91	0.0	0.0	0.0	-24.91	2.00	0.00
PR8_NA	WT	1261	-34.50	-77.58	-30.90	-32.76	0.0	-175.74	13.00	2940.00
PR8_NA	WT	1287	-23.27	-76.83	0.0	-17.81	0.0	-117.91	9.00	1165.00
PR8_NA	WT	1308	0.0	-13.09	0.0	0.0	0.0	-13.09	1.00	0.00
PR8_NA	WT	1310	-11.49	-13.09	0.0	0.0	0.0	-24.58	2.00	0.00
PR8_NA	WT	1378	-23.36	0.0	0.0	0.0	0.0	-23.36	2.00	0.00
PR8_NA	WT	1388	-10.89	0.0	-14.82	0.0	0.0	-25.71	2.00	0.00
PR8_NA	WT	1412	0.0	-13.40	-44.01	-32.80	0.0	-90.21	6.00	0.00
PR8_M	WT	0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_M	WT	12	-11.92	-38.75	-15.06	0.0	0.0	-65.73	5.00	0.00
PR8_M	WT	43	-23.31	-117.11	-28.75	0.0	0.0	-169.17	13.00	0.00
PR8_M	WT	91	0.0	-52.35	-14.29	0.0	0.0	-66.64	5.00	3689.00
PR8_M	WT	93	-23.24	-52.35	-29.51	0.0	0.0	-105.10	8.00	3689.00
PR8_M	WT	156	0.0	-99.62	-14.37	0.0	0.0	-113.99	9.00	32226.00
PR8_M	WT	172	-11.19	0.0	0.0	0.0	0.0	-11.19	1.00	555.00
PR8_M	WT	201	-10.97	-12.09	-29.12	0.0	0.0	-52.18	4.00	1720.00
PR8_M	WT	255	-70.21	-244.91	-44.03	-16.25	0.0	-375.40	29.00	3161.00
PR8_M	WT	274	0.0	-101.88	-87.64	0.0	0.0	-189.52	14.00	2052.00
PR8_M	WT	304	-34.62	0.0	0.0	0.0	0.0	-34.62	3.00	2940.00
PR8_M	WT	370	-46.32	-64.22	-90.92	-16.84	0.0	-218.30	16.00	4687.00
PR8_M	WT	434	-93.16	-258.58	-88.59	-33.44	0.0	-473.77	36.00	8514.00
PR8_M	WT	471	-23.56	-99.73	-88.49	0.0	0.0	-211.78	16.00	3051.00
PR8_M	WT	509	-58.36	-126.26	-74.34	-16.62	0.0	-275.58	21.00	12176.00
PR8_M	WT	552	-113.43	-165.86	-116.87	-16.15	0.0	-412.31	32.00	12175.00
PR8_M	WT	603	-68.26	-89.84	-90.10	-32.65	0.0	-280.85	21.00	8846.00
PR8_M	WT	652	-67.97	-191.77	-59.88	-16.01	0.0	-335.63	26.00	1581.00
PR8_M	WT	686	-161.55	-101.10	-14.43	-32.91	0.0	-309.99	25.00	444.00
PR8_M	WT	707	-45.92	-38.28	-14.21	0.0	0.0	-98.41	8.00	444.00
PR8_M	WT	728	-11.74	-63.58	-29.89	0.0	0.0	-105.21	8.00	0.00
PR8_M	WT	764	-128.23	-179.98	-44.11	-16.20	0.0	-368.52	29.00	0.00
PR8_M	WT	821	0.0	-12.29	-14.22	0.0	0.0	-26.51	2.00	15364.00
PR8_M	WT	879	-21.97	-116.89	-15.69	0.0	0.0	-154.55	12.00	1747.00
PR8_M	WT	911	-45.93	-49.98	0.0	-16.60	0.0	-112.51	9.00	2663.00
PR8_M	WT	974	-11.93	-38.80	-28.41	0.0	0.0	-79.14	6.00	361.00
PR8_M	WT	1007	0.0	-25.22	0.0	0.0	0.0	-25.22	2.00	0.00
PR8_M	WT	1026	0.0	0.0	-87.93	0.0	0.0	-87.93	6.00	0.00
PR8_NS	WT	0	0.0	-13.59	-14.20	0.0	0.0	-27.79	2.00	0.00
PR8_NS	WT	26	0.0	-27.06	0.0	0.0	0.0	-27.06	2.00	499.00
PR8_NS	WT	47	-11.17	-25.92	0.0	0.0	0.0	-37.09	3.00	1026.00
PR8_NS	WT	104	0.0	0.0	0.0	0.0	0.0	0.00	0.00	915.00
PR8_NS	WT	158	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3189.00
PR8_NS	WT	162	-11.72	0.0	0.0	0.0	0.0	-11.72	1.00	2856.00
PR8_NS	WT	193	-21.97	-101.20	-28.94	0.0	-19.88	-171.99	13.00	3023.00
PR8_NS	WT	204	0.0	-12.48	-28.89	0.0	-19.88	-61.25	4.00	638.00
PR8_NS	WT	245	-22.16	-91.02	-14.31	-32.38	-18.88	-178.75	13.00	0.00
PR8_NS	WT	268	-67.19	-67.14	-15.16	-16.60	0.0	-166.09	13.00	471.00
PR8_NS	WT	301	0.0	-13.10	-30.23	0.0	0.0	-43.33	3.00	471.00
PR8_NS	WT	341	0.0	-78.66	-57.67	0.0	0.0	-136.33	10.00	4187.00
PR8_NS	WT	391	-45.81	-51.41	-15.34	0.0	0.0	-112.56	9.00	1747.00
PR8_NS	WT	426	-56.55	-63.83	-46.10	0.0	-19.65	-186.13	14.00	6821.00
PR8_NS	WT	459	-34.13	-38.38	-14.54	0.0	0.0	-87.05	7.00	4492.00
PR8_NS	WT	487	-10.76	-25.79	0.0	0.0	0.0	-36.55	3.00	0.00
PR8_NS	WT	512	-57.49	-247.55	-57.58	-17.39	0.0	-380.01	29.00	3883.00
PR8_NS	WT	538	-137.66	-625.79	-217.86	-66.83	-55.39	-1103.53	82.00	5436.00
PR8_NS	WT	573	-11.64	-102.71	0.0	0.0	0.0	-114.35	9.00	2302.00
PR8_NS	WT	591	-47.36	-126.41	-44.21	-16.65	0.0	-234.63	18.00	7432.00
PR8_NS	WT	654	-46.79	-87.26	-30.12	0.0	-20.19	-184.36	14.00	804.00
PR8_NS	WT	664	-90.90	-100.11	-29.17	0.0	-20.19	-240.37	19.00	804.00
PR8_NS	WT	669	-80.77	-75.34	-44.59	0.0	-20.19	-220.89	17.00	1303.00
PR8_NS	WT	735	-80.29	-130.79	-72.55	-84.60	0.0	-368.23	27.00	1303.00
PR8_NS	WT	828	-23.47	-37.28	-30.00	0.0	0.0	-90.75	7.00	471.00
PR8_NS	WT	866	-46.84	-24.85	-30.07	-17.87	0.0	-119.63	9.00	0.00
PR8_NS	WT	889	0.0	-24.80	-73.87	-35.22	-18.12	-152.01	10.00	0.00
